-0.45973596,0.03858211,0.15537167,-0.15951268,0.03946609,0.19109864,-0.02764653,-0.11766776,-0.24091748,-0.10016867,0.01561990,-0.11292416
-0.50414299,-0.00909613,-0.05989382,-0.23669507,-0.30102804,-0.23019570,-0.57123969,-0.10768786,-0.74172689,-0.37200809,-0.12338989,-0.44506513
-0.32224574,-0.12801188,-0.02617452,-0.50191781,-0.15527874,-0.09149248,-0.44765753,-0.30063484,-0.57184771,-0.11531821,0.13251850,-0.30512888
0.02369359,0.37147088,-0.10234530,-0.19391527,0.12957614,-0.27315511,-0.09591904,-0.59190980,-0.49732080,0.01497772,-0.12295338,-0.28843167
-0.29416793,0.01083187,-0.01577019,-0.02890682,-0.12365263,-0.14866457,-0.44341201,-0.30670307,-0.44657142,-0.04988536,-0.07814195,-0.29913805
-0.60753335,-0.33358931,-0.25520312,-0.10437125,-0.02273603,-0.27434275,-0.31268479,-0.26574825,-0.31093341,-0.21097188,0.12120354,-0.35930524
-0.55520152,-0.48228693,-0.14584575,-0.09906987,-0.20142512,-0.16149864,-0.31520926,-0.14454124,-0.14143661,-0.27913927,0.09165518,-0.28573384
-0.56837531,-0.15054544,0.01719266,0.30160031,-0.09529478,0.09745723,-0.24692656,-0.14815676,-0.25682155,0.00909791,-0.11077704,-0.45976863
-0.29131507,-0.14905506,-0.14822649,-0.47786108,-0.15556323,-0.08300342,-0.35154395,-0.43506328,-0.13073300,-0.18235805,-0.47195933,-0.44550074
0.04333717,-0.13701565,-0.12647598,-0.29070967,-0.17249599,-0.01914928,-0.17661156,-0.30874935,-0.15612979,-0.55316608,-0.14875844,-0.12194195
-0.09418094,0.02346037,-0.42913581,-0.25480311,-0.10999587,0.01208853,-0.04348889,-0.17355585,-0.19666141,-0.26990621,-0.03040708,-0.24159461
-0.13395888,-0.22103464,-0.25639807,-0.15451809,-0.04683821,-0.24356605,-0.41136018,0.14183869,-0.38695837,-0.31149331,-0.21479241,-0.40412681
-0.07474371,-0.04650287,-0.18652423,-0.08601550,-0.10311930,0.03159048,-0.30847165,-0.11444275,-0.39194229,-0.38343217,-0.20468200,-0.45563865
-0.66437718,0.28998898,0.11838230,-0.49249441,-0.16985755,-0.12113473,-0.38411826,0.04468243,-0.67147732,0.00592855,0.07520248,0.40292166
-0.87635301,0.20630588,0.07699710,-0.55151719,-0.04461477,-0.20689796,-0.57031693,0.11121522,-0.88561098,0.00002402,-0.16668290,0.33392288
-0.89754581,-0.03418710,0.23067156,-0.78365624,0.02406957,0.24282944,-0.57679024,0.01328094,-0.78236981,-0.02587145,-0.01530278,0.34256676
-1.04282465,0.24842551,-0.12746851,-0.88696524,-0.03386100,0.06789798,-0.75442548,0.28080286,-0.62054550,-0.14762645,-0.23400987,0.29190966
-0.97181171,0.30558376,-0.15226148,-0.83539491,0.18299279,0.11927615,-0.90743547,0.29271077,-0.61175935,0.29389381,-0.13595731,0.14284800
-1.02941041,0.40734599,-0.11253749,-0.91570215,-0.00336555,0.08556864,-0.70939532,0.45116943,-0.45346350,0.05991681,-0.33868874,-0.00384562
-0.83873618,0.39563048,-0.27542301,-0.66506133,0.18988555,0.10411580,-0.79957006,0.50664846,0.18727514,0.16629857,0.17299373,-0.28806616
-0.22524854,0.04839541,0.09036344,-0.36345092,0.37106466,0.39543269,-1.11143791,0.44604886,1.23738890,0.23555278,0.10300901,-1.19055765
0.59544324,-0.40693308,-0.01084817,-0.48518563,0.06625426,0.09929424,-1.25639787,0.56406206,1.88173130,0.05613396,-0.10831753,-1.73547273
0.14632663,-0.59753412,-0.04966266,-0.34533369,-0.29198674,-0.30856100,-0.07741761,0.11711051,0.65794079,0.04428438,-0.02364879,0.21476530
-0.02358500,-0.40783345,-0.04007963,0.19184546,-0.25541187,-0.34793216,0.60505864,-0.29211798,-0.82940646,0.06304641,-0.09267391,0.50935844
0.16665454,-0.08441816,-0.02373797,0.40229484,-0.48679398,-0.32850395,0.79943281,-0.56093433,-0.86305323,0.02769185,0.05009056,0.69381279
0.59794033,-0.21385309,-0.05513310,0.41133628,-0.45132751,-0.37617673,0.90280599,-0.69850260,-0.90520151,-0.16275782,0.10460198,0.73196242
0.83960772,-0.12089868,-0.09409980,0.43891984,-0.57105123,-0.21743552,0.82448380,-0.71658234,-1.04167564,-0.17876191,-0.05803774,0.74715872
0.57392542,-0.14324555,-0.13235622,0.38904683,-0.43274028,-0.31403868,0.93154203,-0.77202364,-1.14599727,-0.08614895,-0.00252484,0.72152336
0.45545685,-0.34504592,-0.19857871,0.35742770,-0.29502949,-0.17677124,0.83293100,-0.79151037,-0.92244243,-0.04503318,-0.15339754,0.64626780
0.55404500,0.04879717,-0.00395213,0.39442411,-0.19930857,-0.21498474,0.82124688,-0.53557655,-0.39406763,-0.34820993,-0.19920219,-0.07737603
0.41429682,0.00614543,-0.27651775,0.63962352,0.15274220,0.05514106,0.58811268,-0.26542116,1.13072340,-0.47269146,-0.07112031,-2.12174152
0.29971811,0.09353775,-0.29082250,0.56653283,-0.03301340,0.19459170,0.34846182,-0.11127495,1.20715918,-0.57322202,-0.07003505,-2.03192925
-0.01591032,0.19532740,-0.23312329,0.26125848,0.06368442,0.01890506,0.22202702,-0.32549757,0.55954496,-0.40264742,-0.11700285,-1.15934741
-0.33359451,0.23276403,0.05951691,0.00087273,-0.01485751,0.10571950,-0.16923893,-0.40563247,0.32587804,-0.13884289,-0.06908773,-0.76132571
-0.35682749,0.13749005,-0.11402780,-0.00305817,-0.17918134,0.02970517,-0.50392742,-0.20518707,-0.01211112,-0.10622898,-0.06134895,-0.42236103
-0.40081898,0.08199590,0.06367524,-0.13853846,0.07536973,0.06013329,-0.64452769,-0.13804267,-0.21643343,-0.13945489,0.08741425,-0.15673713
-0.58298498,0.14338255,-0.08210710,-0.27844278,-0.00511531,-0.10662872,-0.71762086,-0.02570738,-0.48137501,0.07445563,-0.01917120,-0.00368440
-1.00281587,-0.15191726,-0.42192051,-0.28087572,0.08068124,0.16443088,0.57367303,0.39618971,-2.90885140,-0.45494033,0.05611581,-2.32002890
-0.62213654,-0.20041568,-0.05634313,-0.38023019,-0.04987694,-0.58170783,-0.38306729,-0.49622217,0.31868750,-0.12383729,-0.30373697,0.39487042
-0.50802208,-0.10890373,-0.20443876,-0.40340646,-0.34614746,-0.23349314,-0.69162509,-0.78694281,0.39043062,-0.24650792,-0.13026488,0.40295711
-0.22903750,0.15252851,-0.03453630,-0.38238099,-0.37397359,-0.38506432,-0.97333080,-0.71687393,0.30726704,-0.10558077,-0.18917246,0.35856485
-0.29903769,-0.03920368,-0.12825643,-0.30779074,-0.29994449,-0.37331982,-1.03989242,-0.46434339,0.41775498,-0.13274410,-0.13366214,0.25787116
-0.27989678,-0.14216918,-0.05676694,-0.28823556,-0.40999227,-0.20844576,-0.69353506,-0.23855921,0.04443935,-0.34556588,-0.18355207,-0.13113689
-0.65282431,-0.32251684,-0.14146099,0.02714354,-0.11606479,0.20115367,0.45713766,0.39228023,-2.84248141,-0.42911905,-0.27413545,-2.36365445
